org_id,name,org_type,org_type_code,source_dataset,source_url
US-EIN-13-1624114,Near East Foundation,National NGO,22,nef_usa-org,https://rsr.akvo.org/organisation/3062/iati-org
GB-CHC-1120932,Network for Africa,International NGO,21,network4africa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/network4africa-org.xml
BE-BCE_KBO-0449400604,ngo-federatie,National NGO,22,ngo-federatie-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ngo-federatie-org.xml
NL-KVK-27189542,Netherlands Institute for Multiparty Democracy (NIMD),International NGO,21,nimd-hq-org,https://aidstream.org/files/xml/NL-KVK-27189542-org.xml
DK-CVR-73432219,NIRAS,Private Sector,70,niras-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/niras-org.xml
NL-KVK-41207989,Aids Fonds - STOP AIDS NOW! - Soa Aids Nederland,International NGO,21,nl-kvk-41207989-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nl-kvk-41207989-org.xml
NL-KvK-54436222-27541,CNV International,National NGO,22,nl-kvk-54436222-27541-org,https://aidstream.org/files/xml/NL-KvK-54436222-27541-org.xml
NP-SWC-24,Nepal Netra Jyoti Sangh,National NGO,22,nnjs_nepal-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nnjs_nepal-org.xml
NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,Government,10,norad-org,https://www.norad.no/contentassets/23a62a96ff8b43f1886fc0619b51214f/iati/2020/norway_organisation_file_nov_2020.xml
NO-BRC-871033552,Norwegian People's Aid,International NGO,21,npa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/npa-org.xml
NL-KVK-56185154,"NpM, Platform for Inclusive Finance",National NGO,22,npm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/npm-org.xml
SS-RRC-SS-RRC-004,Nonviolent Peaceforce,International NGO,21,npss-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/npss-org.xml
NO-BRC-977538319,Norwegian Refugee Council,International NGO,21,nrc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nrc-org.xml
GB-COH-00986729,NRI,"Academic, Training and Research",80,nri-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nri-org.xml
GB-COH-SC349355,NSWP,International NGO,21,nswp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nswp-org.xml
NL-KVK-27367015,WOTRO - Food & Business Research,Government,10,nwo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nwo-org.xml
AU-ACNC-18055208636,Oxfam Australia,International NGO,21,oau-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oau-org.xml
KR-GOV-010,Office for Government Policy Coordination,Government,10,odakorea-org,https://www.odakorea.go.kr/opm/iati_org_KOREA.xml
XM-DAC-47080,Organisation for Economic Co-operation and Development,Multilateral,40,oecd-org,http://www.oecd.org/about/budget/iati/Organisation-File-2017-2020.xml
BE-BCE_KBO-0416486821,Oxfam-Magasins du monde,National NGO,22,omdm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/omdm-org.xml
US-DOS-64562614,One Acre Fund,International NGO,21,oneacrefund-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oneacrefund-org.xml
GB-CHC-1086159,One to One Children's Fund,International NGO,21,onetoonecf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/onetoonecf-org.xml
NL-KVK-27108436,Oxfam Novib,International NGO,21,onl-org,https://www.oxfamnovib.nl/redactie/downloads/xml/IATI_NL-KVK-27108436.xml
GB-CHC-000391,The Open University,"Academic, Training and Research",80,open_university-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/open_university-org.xml
GB-CHC-000391,The Open University (OU),"Academic, Training and Research",80,open_university-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/open_university-org.xml
IM-CR-024714B,openmindedly,Private Sector,70,openmindedly-org,http://iati.openmindedly.com/IM-CR-024714B.xml
CA-CRA_ACR-805837713,OpenNorth,Partner Country based NGO,24,opennorth-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/opennorth-org.xml
GB-COH-3122495,Oxford Policy Management Ltd,Private Sector,70,opml-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/opml-org.xml
GB-COH-05322719,Opportunity International,International NGO,21,opportunity-international-uk-org,http://www.aidstream.org/files/xml/opportunity-international-uk-org.xml
GB-COH-2695347,Options Consultancy Services,Private Sector,70,options-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/options-org.xml
CA-CRA_ACR-119075091,Oxfam-Quebec,International NGO,21,oqc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oqc-org.xml
ZA-PBO-930040668,Orbis Africa,International NGO,21,orbis_africa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/orbis_africa-org.xml
ET-CSA-1063,Orbis Ethiopia,National NGO,22,orbis_ethiopia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/orbis_ethiopia-org.xml
US-EIN-237297651,Orbis International,International NGO,21,orbis_international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/orbis_international-org.xml
GB-CHC-1061352,Orbis Charitable Trust,International NGO,21,orbis_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/orbis_uk-org.xml
CO-CCB-CO-RUE-860049972,Fundacion Orientame,National NGO,22,orientame-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/orientame-org.xml
BE-BCE_KBO-0415365777,Oxfam Wereldwinkels,National NGO,22,oww-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oww-org.xml
GB-CHC-202918,Oxfam GB,International NGO,21,oxfamgb-orgfile,http://iati.oxfam.org.uk/xml/oxfamgb-orgfile.xml
ES-CIF-G-8236803,Oxfam Intermon,International NGO,21,oxfamintermon-org,https://www.oxfamintermon.org/minisites/IATI/oxfamintermon-org.xml
US-EIN-23-7069110,Oxfam America,International NGO,21,oxfamus-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oxfamus-org.xml
GB-UKPRN-10007774,The university of Oxford,"Academic, Training and Research",80,oxford-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oxford-org.xml
BE-BCE_KBO-0408643875,Oxfam Solidarité-Solidariteit,National NGO,22,oxsol-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oxsol-org.xml
GB-CHC-1147298,One Young World,International NGO,21,oyw-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/oyw-org.xml
MW-NBM-NGO/L/18/024,Palliative Care Association of Malawi,National NGO,22,pacam-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pacam-org.xml
US-EIN-US-EIN-13-2702768,"Pact, Inc",International NGO,21,pact-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pact-org.xml
US-EIN-13-2702768,Pact Inc.,International NGO,21,pact-organization0518,http://www.pactworld.org/sites/default/files/IATIOrganization.xml
GB-COH-02394229,Palladium,Private Sector,70,palladium-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/palladium-org.xml
NL-KVK-30114696,Palladium Europe,Private Sector,70,palladium_eur-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/palladium_eur-org.xml
BJ-IFU-6201000068802,Commune de Parakou Benin,Government,10,parakou-org,https://rsr.akvo.org/organisation/4146/iati-org/
NL-KVK-34214586,Partos,National NGO,22,partos_nl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/partos_nl-org.xml
ML-NIF-400100027H,Direction Nationale de l'Hydraulique,Government,10,pca-gire-org,https://rsr.akvo.org/organisation/2562/iati-org/
MW-RG-2977,Palliative Care Support Trust,National NGO,22,pcst-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pcst-org.xml
JO-CCD-200006694,"Entiqal for Training ""Partners for Good""",Government,10,pfg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pfg-org.xml
NP-DAO-531/062/063,PHASE Nepal    ,National NGO,22,phase-nepal-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/phase-nepal-org.xml
GB-CHC-1112734,PHASE Worldwide,International NGO,21,phase_worldwide-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/phase_worldwide-org.xml
GB-CHC-1094272,Project Harar,International NGO,21,phe-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/phe-org.xml
GB-CHC-1137523,The Proforest Initiative,International NGO,21,pi-uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pi-uk-org.xml
BE-BCE_KBO-0425420917,Plan International Belgique,National NGO,22,pib-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pib-org.xml
XM-DAC-47086,Private Infrastructure Development Group,Multilateral,40,pidg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pidg-org.xml
MZ-NUIT-700179850,Plataforma Moçambicana da Água,National NGO,22,plama-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/plama-org.xml
IE-CHY-15037,Plan Ireland Charitable Assistance Limited,International NGO,21,plan_ireland-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/plan_ireland-org.xml
GB-COH-1364201,Plan International UK,International NGO,21,plan_uk-organisationfile,https://plan-uk.org/iatifeed/plan_uk-org.xml
NL-KVK-41198890,Plan International Netherlands,International NGO,21,plannlno-org,https://iati.plannederland.nl/plannlno-org.xml
US-EIN-26-1931968,Promundo-US,International NGO,21,pmo-us-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pmo-us-org.xml
BJ-IFU-6201200579608,Commune de Pobè Benin,Government,10,pobe-org,https://rsr.akvo.org/organisation/4163/iati-org/
SK-ZRSR-31784828,Pontis Foundation,Foundation,60,pontis-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pontis-org.xml
US-EIN-13-1687001,"The Population Council, Inc.",International NGO,21,populationcouncil-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/populationcouncil-org.xml
GB-COH-08212556,PositiveNegatives,Other Public Sector,15,posneg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/posneg-org.xml
GB-CHC-1059996,Power International,International NGO,21,power-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/power-org.xml
NL-KVK-09119363,PRACTICA Foundation,Foundation,60,practica-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/practica-org.xml
IN-AR-775,Pragya ,National NGO,22,pragya-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pragya-org.xml
UG-NGB-63360,PROTECTING FAMILIES AGAINST HIV/AIDS (PREFA),National NGO,22,prefa_1-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/prefa_1-org.xml
GB-CHC-294329,Progressio,International NGO,21,progressio-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/progressio-org.xml
PE-SUNARP-11744379,Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,Regional NGO,23,promsex-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/promsex-org.xml
GB-GOV-50,Cross-government Prosperity Fund,Government,10,prosperityfund-org,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/824225/Cross-government-Prosperity_Fund-organisation-file.xml
BE-BCE_KBO-0417299047,Protos,National NGO,22,protos-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/protos-org.xml
XI-IATI-21032,Population Services International,International NGO,21,psi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/psi-org.xml
BD-NAB-1102,Population Services and Training Centre,National NGO,22,pstc_1102-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pstc_1102-org.xml
NL-KVK-41160229,PUM Netherlands,International NGO,21,pumnl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pumnl-org.xml
GB-CHC-1077889,Pump Aid,International NGO,21,pumpaid-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pumpaid-org.xml
IN-MCA-U74140WB1983PTC036093,PricewaterhouseCoopers Private Limited,Private Sector,70,pwcplindia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pwcplindia-org.xml
IN-MCA-U74140WB1983PTC036093,PricewaterhouseCoopers Private Limited India,Private Sector,70,pwcplindia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/pwcplindia-org.xml
GB-COH-07676886,Publish What You Fund,International NGO,21,pwyf-org,http://sage2iati.publishwhatyoufund.org/publish-what-you-fund/organisation.xml
GB-CHC-1145640,The Queen Elizabeth Diamond Jubilee Trust,Foundation,60,qedjt-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/qedjt-org.xml
JO-MSD-2013011100066,Queen Rania Foundation,National NGO,22,qrfed-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/qrfed-org.xml
BE-BCE_KBO-0445741823,Quinoa,National NGO,22,quinoa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/quinoa-org.xml
US-EIN-20-8530747,Results for Development,International NGO,21,r4d-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/r4d-org.xml
UG-NGB-12317,REACH A HAND UGANDA,National NGO,22,rahuug-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rahuug-org.xml
GH-DSW-1103,Regional Advisory Information and Network Systems,National NGO,22,rains-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rains-org.xml
GB-CHC-1047653,Raleigh International,International NGO,21,raleigh_int-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/raleigh_int-org.xml
US-EIN-94-3045180,Rainforest Action Network,International NGO,21,ran-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ran-org.xml
GB-CHC-1058991,Railway Children,International NGO,21,rc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rc-org.xml
BE-BCE_KBO-0419189557,Rotary Clubs For Development,National NGO,22,rc4d-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rc4d-org.xml
GB-CHC-1174874,Royal Commonwealth Ex-Services League,International NGO,21,rcel-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rcel-org.xml
BE-BCE_KBO-0454555163,RCN Justice & Democratie,National NGO,22,rcn-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rcn-org.xml
NL-KVK-41022454,Stichting Red een Kind - Help a Child,International NGO,21,redeenkind-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/redeenkind-org.xml
GB-CHC-1079752,RedR UK,International NGO,21,redruk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/redruk-org.xml
NL-KVK-09181221,Resilience BV,Private Sector in Third Country,73,resilience-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/resilience-org.xml
GB-CHC-1127488,Restless Development,International NGO,21,restless-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/restless-org.xml
GB-CHC-1122799,Retrak ,International NGO,21,retrak-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/retrak-org.xml
PK-MSW-633-1965,Rahnuma-Family Planning Assocation of Pakistan,National NGO,22,rfpap-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rfpap-org.xml
GB-CHC-1138287,Rainforest Foundation UK,International NGO,21,rfuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rfuk-org.xml
GB-CHC-1098106,Relief International UK,International NGO,21,ri-uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ri-uk-org.xml
GB-CHC-208223,Royal Institute of International Affairs,"Academic, Training and Research",80,riia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/riia-org.xml
BE-BCE_KBO-0461634084,Belgian Red Cross-Flanders,National NGO,22,rkiv-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rkiv-org.xml
CH-FDJP-CHE23974628,Responsible Mining Foundation,Foundation,60,rmf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rmf-org.xml
GB-CHC-209603,Royal National Lifeboat Institution (RNLI),International NGO,21,rnli_international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rnli_international-org.xml
GB-CHC-1147083,Rojiroti UK,International NGO,21,rojiroti-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rojiroti-org.xml
NL-KVK-24365461,RIght To Play ,International NGO,21,rtp-org,https://aidstream.org/files/xml/rtp-org.xml
NL-KVK-32102434,RUAF Foundation,Foundation,60,ruaf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ruaf-org.xml
NL-KVK-41193594,Rutgers,International NGO,21,rutgers-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/rutgers-org.xml
ET-MOT-0638,Send a Cow Ethiopia,National NGO,22,sacethiopia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sacethiopia-org.xml
sacu,Send a Cow Uganda,National NGO,22,sacu-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sacu-org.xml
GB-CHC-1043843,Saferworld,International NGO,21,saferworld-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/saferworld-org.xml
FR-SIRET-77566669600015,Secours Catholique,International NGO,21,sccf-org,http://transparency.secours-catholique.org/sccf-org.xml
GB-CHC-1076822,Save the Children International,International NGO,21,sci-org,http://iati.savethechildren.org.uk/Files/SCI/organisation.xml
GB-SC-SC012302,SCIAF,National NGO,22,sciaf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sciaf-org.xml
BE-BCE_KBO-0410661673,Service Civil International branche belge,National NGO,22,scibelgium-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/scibelgium-org.xml
FR-INSEE-83764263600018,Syrian Center for Media and Freedom of Expression,National NGO,22,scm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/scm-org.xml
NL-KVK-41201463,Save the Children Netherlands,International NGO,21,scnl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/scnl-org.xml
YE-MSAL-49-M-2019,Sana'a Center for Strategic Studies,National NGO,22,scss-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/scss-org.xml
GB-CHC-1105489,Sabre Education Limited,International NGO,21,sct-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sct-org.xml
GB-COH-213890,Save the Children UK,International NGO,21,scuk-organisation,http://iati.savethechildren.org.uk/files/organisation.xml
XM-DAC-CH-4,Swiss Agency for Development and Cooperation (SDC),Government,10,sdc_ch-org_200326,https://www.eda.admin.ch/dam/deza/de/documents/aktivitaeten-projekte/20200326-IATI-XML-Organisation-file-SDC.xml
HK-CR-2091642,Seefar Enterprise,Private Sector,70,seefar-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/seefar-org.xml
IE-CHY-6663,Self Help Africa,International NGO,21,self-help-africa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/self-help-africa-org.xml
GB-CHC-299717,Send a Cow,International NGO,21,sendacow-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sendacow-org.xml
GB-CHC-1076497,Sense International,International NGO,21,sense_international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sense_international-org.xml
BE-GTCF-0453475391,Search for Common Ground,International NGO,21,sfcg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sfcg-org.xml
BE-BCE_KBO-0479866027,Studio Globo,National NGO,22,sg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sg-org.xml
BE-BCE_KBO-0431955945,Sensorial Handicap Cooperation,National NGO,22,shc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/shc-org.xml
GB-CHC-1096479,ShelterBox,International NGO,21,shelterbox-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/shelterbox-org.xml
US-EIN-45-2779314,Shift Project Ltd.,International NGO,21,shiftproject-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/shiftproject-org.xml
GB-CHC-1127206,StreetInvest,International NGO,21,si-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/si-org.xml
GB-CHC-1151615,Signal,International NGO,21,signal-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/signal-org.xml
NL-KVK-40594571,Simavi ,International NGO,21,simavi-org,https://iati.simavi.org/simavi-org.xml
GB-COH-7557881,SIMLab Community Interest Company,Private Sector,70,simlab-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/simlab-org.xml
NL-KVK-30285304,Sympany+,International NGO,21,simone_sympany-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/simone_sympany-org.xml
GB-COH-8835431,Delivering maternal health care through mobile biometrics in urban slums of Bangladesh,International NGO,21,simprints-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/simprints-org.xml
GB-SC-035314,Network of International Development Organisations in Scotland,Regional NGO,23,sinda-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sinda-org.xml
GB-COH-NI630024,Siren Associates,Other,90,siren-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/siren-org.xml
SE-ON-802425-8702,Stockholm International Water Institute,International NGO,21,siwi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/siwi-org.xml
ZA-PBO-064-502,Sonke Gender Justice,International NGO,21,sjg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sjg-org.xml
ZA-PBO-064-502,Sonke Gender Justice,International NGO,21,sjg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sjg-org.xml
NL-KVK-41167934,Stichting Kinderpostzegels Nederland,International NGO,21,skn-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/skn-org.xml
XM-DAC-69-1,Ministry of Foreign and European Affairs,Government,10,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-2,Slovak agency for Internal Development Cooperation,Government,10,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-3,Ministry of Finance,Government,10,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-4,"Ministry of Education, Science, Research and Sport",Government,10,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-5,Ministry of Interior,Government,10,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-18,Other ministries,Government,10,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-30,Local and regional governments,Local Government,11,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-50,Export-Import bank,Other Public Sector,15,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
XM-DAC-69-99,Miscellaneous,Other,90,slovakaid-69_1,http://www.slovakdev.sk/xml/iati-organization-standard-sk.xml
UG-RSB-80010003259159/105066,SolarNow Services (U) Ltd,Private Sector,70,solarnowsofa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/solarnowsofa-org.xml
BE-BCE_KBO-0410757386,Solidagro,National NGO,22,solidagro_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/solidagro_admin-org.xml
NL-KVK-41150939,Solidaridad Europe,International NGO,21,solidaridad-europe-org,https://sites.google.com/a/solidaridadnetwork.org/iati-publications/iati-datasets/europe/Solidaridad-Europe-org.xml
HK-CR-1494242,Solidaridad South and South-East Asia,International NGO,21,solidaridad-ssea-org,https://sites.google.com/a/solidaridadnetwork.org/iati-publications/iati-datasets/south-south-east-asia/Solidaridad-South-and-South-East-Asia.xml
GH-DSW-5574,Solidaridad West Africa,International NGO,21,solidaridad-waf-org,https://sites.google.com/a/solidaridadnetwork.org/iati-publications/iati-datasets/west-africa/Solidaridad-West-Africa.xml
NL-KVK-51756811,Solidaridad,International NGO,21,solidaridad-org,http://iati-publications.solidaridadnetwork.org/home/solidaridad-datasets/Solidaridad-org.xml
FR-INSEE-389515180,Solidarites International,International NGO,21,solidarites-international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/solidarites-international-org.xml
BE-BCE_KBO-0432624255,Solsoc,National NGO,22,solsoc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/solsoc-org.xml
NL-KVK-41223308,SOMO,National NGO,22,somo-org,https://iati.online/IATI_NL-KVK-41223308-organisation.xml
BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,Other Public Sector,15,soneb-benin-org,https://rsr.akvo.org/organisation/4133/iati-org/
BE-BCE_KBO-0425410524,SOS FAIM - SOS HUNGER,National NGO,22,sosfaim-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/sosfaim-org.xml
GB-COH-04354941,Sound Seekers,International NGO,21,soundseekers-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/soundseekers-org.xml
NL-KVK-41213450,SPARK,International NGO,21,spark-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/spark-org.xml
GB-CHC-1001349,Samaritan's Purse UK,International NGO,21,spuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/spuk-org.xml
GB-CHC-207544,Sightsavers,International NGO,21,ss-org-org,https://www.sightsavers.org/wp-content/uploads/2021/04/sightsavers_iati_organisation.xml
ZA-NPO-048-364,SouthSouthNorth,International NGO,21,ssn-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ssn-org.xml
NL-KVK-41149486,Stichting Vluchteling,International NGO,21,st_vluchteling-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/st_vluchteling-org.xml
GB-CHC-1087997,Stars Foundation,Foundation,60,starsfoundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/starsfoundation-org.xml
NL-KVK-72849770,Stichting Beheer Subsidiegelden DRA,International NGO,21,stichting-subsidiegelden-dra-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/stichting-subsidiegelden-dra-org.xml
NL-KVK-41198677,Hivos,International NGO,21,stichting_hivos-data003,https://www2.dataworkbench.io/publisher/stichting_hivos/stichting_hivos-data003.xml
NL-KVK-41169658,Stichting Fern,International NGO,21,stichtingfern-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/stichtingfern-org.xml
GB-CHC-1128536,Street Child,International NGO,21,street_child-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/street_child-org.xml
UG-NGB-5914-1107,DFID,International NGO,21,stromme_ug-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/stromme_ug-org.xml
BE-BCE_KBO-0408628435,SOS Villages d'Enfants Belgique / SOS Kinderdorpen België,National NGO,22,svdbskb_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/svdbskb_admin-org.xml
BJ-IFU-6201101048400,Social Watch Benin,National NGO,22,swb_1-org,https://rsr.akvo.org/organisation/4532/iati-org
US-EIN-82-0644678,Synergía - Initiatives for Human Rights,International NGO,21,synergiaihr-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/synergiaihr-org.xml
US-AGO-941191246,The Asia Foundation,International NGO,21,taf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/taf-org.xml
GB-CHC-1112699,Teach A Man To Fish,International NGO,21,tamtf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tamtf-org.xml
GB-CHC-1098752,Target Tuberculosis,International NGO,21,targettb-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/targettb-org.xml
GB-CHC-1071886,TB Alert,International NGO,21,tbalert-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tbalert-org.xml
NL-KVK-41155305,Tropenbos International (TBI),National NGO,22,tbi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tbi-org.xml
CH-FDJP-CHE106823242,Terre des hommes Foundation,International NGO,21,tdh_foundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tdh_foundation-org.xml
GB-CHC-265464,Tearfund,International NGO,21,tearfund-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tearfund-org.xml
GB-CHC-1104458,Theatre for a Change UK,International NGO,21,tfac-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tfac-org.xml
MW-NBM-00139,Theatre for a Change Malawi,National NGO,22,tfacmalawi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tfacmalawi-org.xml
