org_id,name,org_type,org_type_code,source_dataset,source_url
BE-BCE_KBO-0418399305,COMMISSION JUSTICE ET PAIX ASBL (cjp),National NGO,22,cjp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cjp-org.xml
DK-CVR-12006004,Danish Mission Council Development Organisation,International NGO,21,dmru-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dmru-org.xml
US-EIN-33-1112770,Collaborative Labeling and Appliance Standards Program,International NGO,21,clasp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/clasp-org.xml
NG-CAC-CAC-IT-NO.54522,Centre for Legal Research and Development,National NGO,22,clerd-prpi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/clerd-prpi-org.xml
GB-COH-02962250,CLGF,International NGO,21,clgf_data-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/clgf_data-org.xml
GB-COH-02863827,ClientEarth,International NGO,21,clientearth-1-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/clientearth-1-org.xml
NL-KVK-41152832,Clingendael Institute for International Relations,"Academic, Training and Research",80,clingendael-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/clingendael-org.xml
BE-BCE_KBO-0421207751,Centre National de Coopération au Développement,National NGO,22,cncd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cncd-org.xml
NP-IRD-302274734,CARE Nepal,International NGO,21,cnepal-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cnepal-org.xml
BE-BCE_KBO-0434417468,CODEART ASBL,National NGO,22,codeart-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/codeart-org.xml
GB-CHC-1074857,Church of England - The Archbishops' Council,"Academic, Training and Research",80,coe-abc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/coe-abc-org.xml
GB-COH-3799145,"Coffey International Development Limited, a Tetra Tech Company",Private Sector,70,coffey-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/coffey-org.xml
GB-CHC-1142516,ColaLife,International NGO,21,colalife-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/colalife-org.xml
BJ-IFU-6201000370801,Commune de Comè Benin,Government,10,come-org,https://rsr.akvo.org/organisation/4641/iati-org/
XI-IATI-CWSEC,The Commonwealth Secretariat,Multilateral,40,commonwealthsecretariat-xi_iati_cwsec_org,http://51.140.118.175/CommonwealthSecretariat_OrganisationStandard.xml
GB-CHC-1077216,Compassion UK,International NGO,21,comp_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/comp_uk-org.xml
IE-CHY-20009090,Concern Worldwide,International NGO,21,concern_worldwide-organisation,https://www2.dataworkbench.io/publisher/concern_worldwide/iati-organisation.xml
GB-CHC-1092236,Concern Worldwide (UK),International NGO,21,concernuk-org,https://www2.dataworkbench.io/publisher/concernuk/concernuk-org.xml
BE-BCE_KBO-0408256667,Congodorpen,National NGO,22,congodorpen-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/congodorpen-org.xml
GB-CHC-1070684,Cord,International NGO,21,cord-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cord-org.xml
NL-KVK-41160054,Cordaid,International NGO,21,cordaid-org,https://www.cordaid.org/nl/wp-content/uploads/sites/2/2020/11/IATI-Organization-File-20201102.xml
US-EIN-84-3236198,Corus International,International NGO,21,corus-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/corus-org.xml
CA-CRA_ACR-101182509,CowaterSogema International Inc,Private Sector,70,cowater-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cowater-org.xml
DK-CVR-44623528,COWI,Private Sector,70,cowi-org,https://rsr.akvo.org/organisation/4662/iati-org/
BD-NAB-0918,Centre for Policy Dialogue,"Academic, Training and Research",80,cpd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cpd-org.xml
US-EIN-26-4129153,Climate Policy Initiative,International NGO,21,cpi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cpi-org.xml
GB-CHC-326568,Charity Projects Ltd (Comic Relief),Foundation,60,cprojects-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cprojects-org.xml
GB-CHC-1055436,Conciliation Resources,International NGO,21,cr-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cr-org.xml
UG-NGB-5914-9186,CRANE,National NGO,22,crane-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/crane-org.xml
BE-BCE_KBO-0462132150,Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,National NGO,22,crb-ai_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/crb-ai_admin-org.xml
US-EIN-31-1812979,CREA,International NGO,21,creausa-org-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/creausa-org-org.xml
NP-SWC-1844,CREHPA,National NGO,22,crehpa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/crehpa-org.xml
US-EIN-52-5170039,International Crisis Group,International NGO,21,crisisgroup-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/crisisgroup-org.xml
US-EIN-13-5563422,CATHOLIC RELIEF SERVICES,International NGO,21,crs-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/crs-org.xml
BE-BCE_KBO-0448755949,Collectif Stratégies Alimentaires,National NGO,22,csa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/csa-org.xml
GB-CHC-1046579,Consortium for Street Children,International NGO,21,csc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/csc-org.xml
KE-NCB-218/051/9384/74,CARE International-Somalia,National NGO,22,csom1-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/csom1-org.xml
GB-GOV-52,"Conflict, Stability and Security Fund (CSSF)",Government,10,cssf-org,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/824219/CSSF-iati-organisation-file.xml
BE-BCE_KBO-0461076236,Centre Tricontinental,National NGO,22,ct-admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ct-admin-org.xml
GB-CHC-1152010,Child-to-Child  ,International NGO,21,ctc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ctc-org.xml
GB-CHC-272465,United Purpose,International NGO,21,cu-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cu-org.xml
IT-CF-00677540288,CUAMM - Doctors with Africa,International NGO,21,cuamm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cuamm-org.xml
TN-TIN-102123727,CUAMM Trustees,National NGO,22,cuammtrustees-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cuammtrustees-org.xml
GB-CHC-1150214,Carers Worldwide,International NGO,21,cww-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cww-org.xml
GB-CHC-1129603,Cyan International,International NGO,21,cyan-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/cyan-org.xml
GB-COH-1858644,DAI Europe,Private Sector,70,dai-e-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dai-e-org.xml
NL-KVK-41236410,Dorcas Aid International,International NGO,21,dai-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dai-org.xml
BE-BCE_KBO-0406694670,Damien Foundation/Action Damien/Damiaanactie,National NGO,22,damien-foundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/damien-foundation-org.xml
NL-KVK-34197379,Daria Alexeeva,International NGO,21,dance4life-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dance4life-org.xml
BJ-IFU-4201710012551,Commune de Dangbo Benin,Other Public Sector,15,dangbo-org,https://rsr.akvo.org/organisation/4646/iati-org/
DK-CVR-20700211,Danish Red Cross,National NGO,22,danishrc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/danishrc-org.xml
DK-CVR-25191501,Danmission,National NGO,22,danmission-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/danmission-org.xml
BE-BCE_KBO-0433439550,Défi Belgique Afrique,National NGO,22,dba-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dba-org.xml
GB-COH-07629751,Digital Campus Ltd,"Academic, Training and Research",80,dc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dc-org.xml
DK-CVR-36980214,DanChurchAid,International NGO,21,dca-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dca-org.xml
CH-FDJP-109458452,Geneva Centre for the Democratic Control of Armed Forces (DCAF),Foundation,60,dcaf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dcaf-org.xml
NL-KVK-41208813,Defence for Children International Netherlands - ECPAT Netherlands,National NGO,22,dciecpatnl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dciecpatnl-org.xml
GB-GOV-12,"UK Department for Digital, Culture, Media & Sport",Government,10,dcms-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dcms-org.xml
GB-CHC-1062638,Disasters Emergency Committee,National NGO,22,dec-uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dec-uk-org.xml
NL-KVK-27284008,Dutch Employers Cooperation Programme - DECP,National NGO,22,decp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/decp-org.xml
UG-NGB-5541,DefendDefenders,Regional NGO,23,defenddefenders-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/defenddefenders-org.xml
GB-GOV-7,"Department for Environment, Food, and Rural Affairs",Government,10,defra_transparency-org,https://devflow.northeurope.cloudapp.azure.com/files/xml/defra_transparency-org.xml
GB-GOV-14,Department for Education,Government,10,dfe-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dfe-org.xml
DK-CVR-58185728,Danish Family Planning Association,National NGO,22,dfpa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dfpa-org.xml
XI-IATI-DGF,Democratic Governance Facility,Other Public Sector,15,dgf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dgf-org.xml
NL-KVK-61172863,Stichting Fondsbeheer DGGF Lokaal MKB,Foundation,60,dggf_financing_local_smes-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dggf_financing_local_smes-org.xml
NP-SWC-10136,Nepal Disabled Human Rights Center,National NGO,22,dhrc_nepal-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dhrc_nepal-org.xml
GB-GOV-10,UK - Department of Health and Social Care (DHSC),Government,10,dhsc-org,https://devflow.northeurope.cloudapp.azure.com/files/xml/dhsc-org.xml
DK-CVR-16077593,Confederation of Danish Industry,Private Sector,70,di-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/di-org.xml
GB-CHC-1122924,Developments In Literacy Trust UK,International NGO,21,diltuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/diltuk-org.xml
GB-COH-06368740,Development Initiatives Poverty Research Limited,International NGO,21,dipr-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dipr-org.xml
GB-GOV-15,UK - Department for International Trade,Government,10,dit-org,https://devflow.northeurope.cloudapp.azure.com/files/xml/dit-org.xml
BE-BCE_KBO-0408022778,Djapo,National NGO,22,djapo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/djapo-org.xml
GB-CHC-1151219,DeafKidz International,International NGO,21,dki1151219-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dki1151219-org.xml
XI-IATI-PK-SEC-0080655,DKT,Private Sector,70,dkt-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dkt-org.xml
ET-CSA-8744,DKT Ethiopia,International NGO,21,dkt_ethiopia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dkt_ethiopia-org.xml
CH-FDJP-CHE110141200,Drugs for Neglected Diseases initiative,Foundation,60,dndi_transparency-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dndi_transparency-org.xml
GB-CHC-1067406,Doctors of the World UK,International NGO,21,dotw_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dotw_uk-org.xml
DK-CVR-14766383,Disabled People’s Organisations Denmark,International NGO,21,dpod-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dpod-org.xml
US-EIN-27-5026463,Disability Rights Advocacy Fund,International NGO,21,draf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/draf-org.xml
DK-CVR-20699310,Danish Refugee Council,International NGO,21,drc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/drc-org.xml
US-EIN-27-5026293,Disability Rights Fund,Foundation,60,drf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/drf-org.xml
DE-CR-RA000217-HRB121747B,Democracy Reporting International gGmbH,International NGO,21,dri-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dri-org.xml
ZA-ROC-1999/05072/08,Desmond Tutu HIV Foundation,"Academic, Training and Research",80,dthfxx12-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dthfxx12-org.xml
IN-MCA-IN-MCA-AAE-8458,Deloitte Touche Tohmatsu India LLP,Private Sector,70,dttillp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dttillp-org.xml
DK-CVR-13078513,DUF - The Danish Youth Council,National NGO,22,duf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/duf-org.xml
BE-BCE_KBO-0474912493,Dynamo International asbl,National NGO,22,dynamo_international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/dynamo_international-org.xml
GB-CHC-1172875,Play Action International,International NGO,21,eap-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/eap-org.xml
XI-IATI-EBRD,European Bank for Reconstruction and Development,Multilateral,40,ebrd-org,http://www.ebrd.com/ebrd-organisation.xml
XI-IATI-EC_ECHO,Humanitarian Aid Office of the European Commission,Multilateral,40,ec-echo-org,https://webgate.ec.europa.eu/hac/IATI/iati-organisation-file.xml
XI-IATI-EC_FPI,European Commission - Service for Foreign Policy Instruments,Other Public Sector,15,ec-fpi-iati_organisation_fpi,https://ec.europa.eu/international-partnerships/assets/iati/iati_organisation_fpi.xml
XI-IATI-EC_INTPA,European Commission - International Partnerships,Other Public Sector,15,ec-intpa-iati_organisation_intpa,https://ec.europa.eu/international-partnerships/assets/iati/iati_organisation_intpa.xml
XI-IATI-EC_NEAR,DG Neighbourhood and Enlargement Negotiations,Other Public Sector,15,ec-near-iati_organisation_near,https://ec.europa.eu/international-partnerships/assets/iati/iati_organisation_near.xml
BE-BCE_KBO-0443262185,Echos Communication,National NGO,22,ec-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ec-org.xml
NL-KVK-41077447,ECDPM,National NGO,22,ecdpm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ecdpm-org.xml
BE-BCE_KBO-0432503697,Aide au Développement Gembloux asbl,National NGO,22,eclosio-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/eclosio-org.xml
NL-KVK-24316726,Ecorys ,Private Sector,70,ecorysnl-org,https://rsr.akvo.org/organisation/2251/iati-org/
KE-RCO-270901,Education development Trust,International NGO,21,edt_kenya-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/edt_kenya-org.xml
KE-RCO-270901,Education Development Trust,International NGO,21,edt_kenya-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/edt_kenya-org.xml
RW-RGB-002RGB17,Education Development Trust,International NGO,21,edt_rwanda-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/edt_rwanda-org.xml
GB-CHC-1154085,Exeter Ethiopia Link,International NGO,21,eel-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/eel-org.xml
BE-BCE_KBO-0418015461,Entraide et Fraternité,National NGO,22,ef_-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ef_-org.xml
ET-MOT-0204007,Ethiopian Horticulture Producer Exporters Association,National NGO,22,ehpea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ehpea-org.xml
ET-MOT-0204007,Ethiopian Horticulture Producer Exporters Association (EHPEA),National NGO,22,ehpea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ehpea-org.xml
XM-DAC-918-3,European Investment Bank,Multilateral,40,eib-org,http://www.eib.org/about/partners/cso/iati/organisation.xml
XM-DAC-1409,Enhanced Integrated Framework,Multilateral,40,eif-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/eif-org.xml
GB-CHC-289036,Emmanuel International UK,International NGO,21,eiuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/eiuk-org.xml
NL-KVK-41078390,European Journalism Centre,National NGO,22,ejc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ejc-org.xml
GB-CHC-1177110,Elrha,International NGO,21,elrha-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/elrha-org.xml
ID-KHH-AHU17AH0107,Institute for Policy Research and Advocacy,National NGO,22,elsam-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/elsam-org.xml
GB-SC-SC032327,EMMS International,International NGO,21,emms-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/emms-org.xml
BE-BCE_KBO-0264814354,Belgian development agency (Enabel),Government,10,enabel-organisation,https://open.enabel.be/iati/organisation.xml
GB-COH-02622374,Energy Saving Trust,Other Public Sector,15,energy_saving_trust-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/energy_saving_trust-org.xml
ET-CSA-1233,EngenderHealth INC.,International NGO,21,engenderhealth_eth-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/engenderhealth_eth-org.xml
NL-KVK-65306198,Equileap,International NGO,21,equileap-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/equileap-org.xml
XI-IATI-ESFD,Economic and Social Fund for Development,Government,10,esfd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/esfd-org.xml
TZ-TRA-101-091-759,Economic and Social Research Foundation,"Academic, Training and Research",80,esrf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/esrf-org.xml
IE-CHY-20041069,Ethiopiaid Ireland,International NGO,21,ethiopiaidireland-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ethiopiaidireland-org.xml
GB-CHC-802353,Ethiopiaid,International NGO,21,ethiopiaiduk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ethiopiaiduk-org.xml
GB-COH-3578127,Ethical Trading Initiative,International NGO,21,eti-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/eti-org.xml
BE-BCE_KBO-0409451054,Enfance Tiers Monde / Kinderen Derde Wereld,National NGO,22,etmkdw-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/etmkdw-org.xml
GB-CHC-1089879,EveryChild,International NGO,21,evc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/evc-org.xml
CA-CRA-89980-1815-RR0001,Engineers Without Borders (Canada) ,International NGO,21,ewb_canada-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ewb_canada-org.xml
CH-FDJP-CHE251665168,Earthworm Foundation,International NGO,21,ewf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ewf-org.xml
GB-CHC-1094478,Excellent Development,International NGO,21,excellent-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/excellent-org.xml
GB-CHC-1038860,Frontline AIDS,International NGO,21,f-aids-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/f-aids-org.xml
GB-COH-01926828,Farm Africa,International NGO,21,fa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fa-org.xml
ZW-PVO-WO1789,Family AIDS Caring Trust,National NGO,22,fact-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fact-org.xml
BE-BCE_KBO-0441988715,Fairtrade Belgium vzw,National NGO,22,fairtrade_be-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fairtrade_be-org.xml
DE-AG-VR7795,Fairtrade Labelling Organizations International e.V.,International NGO,21,fairtrade_international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fairtrade_international-org.xml
XM-DAC-41301,Food and Agriculture Organization (FAO),Multilateral,40,fao-org,https://sdlc.fao.org/artifactory/fao-iati-releases/Organisations.xml
FI-PRO-0998454-4,Finn Church Aid (Kirkon Ulkomaanapu sr),International NGO,21,fca-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fca-org.xml
NI-MIGOB-3602,Fondo Centroamericano de Mujeres,Foundation,60,fcam-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fcam-org.xml
YE-MSAL-473-2001,Family Counseling and Development Foundation,National NGO,22,fcdf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fcdf-org.xml
GB-GOV-1,"UK - Foreign, Commonwealth and Development Office (FCDO)",Government,10,fcdo-org,http://iati.fcdo.gov.uk/iati_files/organisation.xml
GB-GOV-3,UK - Foreign & Commonwealth Office,Government,10,fcdo-org,http://iati.fcdo.gov.uk/iati_files/organisation.xml
KE-RCO-C110031,FARM CONCERN INTERNATIONAL,Regional NGO,23,fci-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fci-org.xml
ET-CSA-0475,Family Guidance Association Of Ethiopia,National NGO,22,fgae_ethiopia-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fgae_ethiopia-org.xml
GB-CHC-328273,Food for the Hungry UK,International NGO,21,fh-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fh-org.xml
GB-CHC-1140288,The Fred Hollows Foundation (UK),International NGO,21,fhfuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fhfuk-org.xml
US-EIN-237413005,FHI 360,International NGO,21,fhi360-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fhi360-org.xml
XI-IATI-FIABEL,Fiabel,Other Public Sector,15,fiabel-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fiabel-org.xml
BE-BCE_KBO-0432622077,FIAN Belgium,National NGO,22,fian-belgium-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fian-belgium-org.xml
FI-3,Ministry for Foreign Affairs of Finland,Government,10,finland_mfa-000,http://formin.finland.fi/opendata/IATI/MFA_org_file.xml
GB-COH-3008440,Forests Monitor,International NGO,21,fm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fm-org.xml
XI-IATI-359A08,Fondo Mujeres del Sur,Foundation,60,fms-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fms-org.xml
GH-DSW-258,Friends of the Earth-Ghana,National NGO,22,foe-ghana-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/foe-ghana-org.xml
GB-CHC-281681,"Friends of the Earth England, Wales and Northern Ireland",National NGO,22,foe_ewni-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/foe_ewni-org.xml
NL-KVK-40535338,Friends of the Earth International,International NGO,21,foei-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/foei-org.xml
NL-KVK-40530467,Milieudefensie,National NGO,22,foenl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/foenl-org.xml
BE-BCE_KBO-0409597544,FORMATION DE CADRES AFRICAINS KADERVORMING VOOR AFRIKANEN,National NGO,22,foncaba-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/foncaba-org.xml
US-EIN-52-2135531,Forest Trends Association,International NGO,21,forest-trends-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/forest-trends-org.xml
BE-BCE_KBO-0432552989,FONDS VOOR ONTWIKKELINGSSAMENWERKING - SOCIALISTISCHE SOLIDARITEIT VZW,National NGO,22,fos-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fos-org.xml
FR-SIREN-110-006-012,Ministère des Affaires étrangères et du Développement international,Government,10,france-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/france-org.xml
GB-CHC-1121273,FRANK Water,International NGO,21,frankwater-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/frankwater-org.xml
NL-KVK-52957535,Free Press Unlimited,International NGO,21,free_press_unlimited-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/free_press_unlimited-org.xml
NL-KVK-34308169,Free a Girl,Foundation,60,freeagirl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/freeagirl-org.xml
US-EIN-47-4128047,Friends of Publish What You Fund,International NGO,21,friendsofpwyf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/friendsofpwyf-org.xml
GB-CHC-291333,Feed the Minds,International NGO,21,ftm-291333-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ftm-291333-org.xml
BE-BCE_KBO-0416934803,Forum Universitaire pour la Coopération Internationale au Développement,National NGO,22,fucid-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fucid-org.xml
NL-KVK-34111374,Fair Wear Foundation,International NGO,21,fwf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fwf-org.xml
GB-CHC-250456,Find Your Feet,International NGO,21,fyf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/fyf-org.xml
BE-BCE_KBO-0418282311,G3W-M3M,National NGO,22,g3w-m3m_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/g3w-m3m_admin-org.xml
CA-3,Global Affairs Canada,Government,10,gac-amc-org,http://w05.international.gc.ca/projectbrowser-banqueprojets/iita-iati/dfatd-maecd_organisation.xml
CH-FDJP-CHE-110347351,The Global Alliance for Improved Nutrition,International NGO,21,gain-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gain-org.xml
47122,"Gavi, The Vaccine Alliance",Multilateral,40,gavi-organisation,http://www.gavi.org/country/iati/GAVI_Organization.xml
GB-CHC-220949,British Red Cross,International NGO,21,gb-chc-220949-org-file,https://www.iati.redcross.org.uk/brc-organisational-file
US-EIN-14-1945286,Global Development Incubator,International NGO,21,gdi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gdi-org.xml
GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,Private Sector,70,gecfundmanagerpwc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gecfundmanagerpwc-org.xml
BE-BCE_KBO-0472089102,GEOMOUN,National NGO,22,geomoun-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/geomoun-org.xml
US-EIN-47-3594688,Global Fund to End Modern Slavery,National NGO,22,gfems-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gfems-org.xml
XM-DAC-47136,Global Green Growth Institute,Multilateral,40,gggi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gggi-org.xml
US-EIN-52-0595110,Johns Hopkins University,"Academic, Training and Research",80,gi-jhu-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gi-jhu-org.xml
CH-FDJP-CHE109506789,Geneva International Centre for Humanitarian Demining,Foundation,60,gichd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gichd-org.xml
US-EIN-273166994,Global Impact Investing Network,National NGO,22,giin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/giin-org.xml
NL-KVK-27302841,SHO - Giro555,National NGO,22,giro555-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/giro555-org.xml
US-EIN-27-1661997,GiveDirectly,International NGO,21,givedirectly-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/givedirectly-org.xml
ZA-CIPC-2001/005850/08,Gender Links,Regional NGO,23,gl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gl-org.xml
GB-CHC-1089110,Global Canopy,International NGO,21,globalcanopy-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/globalcanopy-org.xml
GB-COH-02871809,Global Witness,International NGO,21,globalwitness-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/globalwitness-org.xml
NL-KVK-41214768,The Global Network of People Living with HIV (GNP+),International NGO,21,gnpplus-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gnpplus-org.xml
GB-CHC-1107403,GOAL,International NGO,21,goal-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/goal-org.xml
NL-KVK-41217404,GPPAC Foundation,International NGO,21,gppac-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gppac-org.xml
ML-NIF-082208943A,GROUPE PIVOT SANTE POPULATION,National NGO,22,gpsp-org-org,https://rsr.akvo.org/organisation/5096/iati-org/
